,name,search_query,occupation,nationality,birth_year,wikipedia_birth_year,citation,Prompt1
872,Nelly Hurtado Pérez,Nelly Hurtado Pérez,politician,mexican,1975,1975,1,Nelly Hurtado Pérez was a mexican politician. When was Nelly Hurtado Pérez born.
873,Héctor Vicario Castrejón,Héctor Vicario Castrejón,politician,mexican,1962,1962,1,Héctor Vicario Castrejón was a mexican politician. When was Héctor Vicario Castrejón born.
874,Mwesigwa Rukutana,Mwesigwa Rukutana,lawyer & politician,ugandan,1959,1959,15,Mwesigwa Rukutana was a ugandan lawyer & politician. When was Mwesigwa Rukutana born.
875,Nadhim Zahawi,Nadhim Zahawi,member of parliament,british,1967,1967,126,Nadhim Zahawi was a british member of parliament. When was Nadhim Zahawi born.
876,Jules Hiernaux,Jules Hiernaux,politician,belgium,1881,1881,1,Jules Hiernaux was a belgium politician. When was Jules Hiernaux born.
877,Les Tomlinson,Les Tomlinson,roman catholic bishop,australian,1943,1943,12,Les Tomlinson was a australian roman catholic bishop. When was Les Tomlinson born.
878,Ali Rowghani,Ali Rowghani,coo of twitter,usa,1973,1973,13,Ali Rowghani was a usa coo of twitter. When was Ali Rowghani born.
879,Karl Schönherr,Karl Schönherr,medical doctor,austria,1867,1867,0,Karl Schönherr was a austria medical doctor. When was Karl Schönherr born.
880,Georg Friedrich Strass,Georg Friedrich Strass,jeweler,alsatian,1701,1701,0,Georg Friedrich Strass was a alsatian jeweler. When was Georg Friedrich Strass born.
881,Coen Van Vrijberghe De Coningh,Coen van Vrijberghe de Coningh,actor presenter musician -lrb- singer -rrb- composer record producer television,dutch,1950,1950,1,Coen Van Vrijberghe De Coningh was a dutch actor presenter musician -lrb- singer -rrb- composer record producer television. When was Coen Van Vrijberghe De Coningh born.
882,Katie Hafner,Katie Hafner,technology and society journalist,united states,1957,1957,23,Katie Hafner was a united states technology and society journalist. When was Katie Hafner born.
883,Joris Luyendijk,Joris Luyendijk,"author , journalist , talk show host",dutch,1971,1971,3,"Joris Luyendijk was a dutch author , journalist , talk show host. When was Joris Luyendijk born."
884,Shawn Miller,Shawn Miller (boxer),professional boxer,american,1982,1982,11,Shawn Miller was a american professional boxer. When was Shawn Miller born.
885,Dave W. Mulder,Dave Mulder,professor,american,1939,1939,5,Dave W. Mulder was a american professor. When was Dave W. Mulder born.
886,Mayra Gómez Kemp,Mayra Gómez Kemp,"television host , actress , singer",spanish and cuban,1948,1948,6,"Mayra Gómez Kemp was a spanish and cuban television host , actress , singer. When was Mayra Gómez Kemp born."
887,Margaret Phipps Boegner,Margaret Phipps Boegner,philanthropist,american,1906,1906,21,Margaret Phipps Boegner was a american philanthropist. When was Margaret Phipps Boegner born.
888,Elaine Crowley,Elaine Crowley (presenter),"journalist , presenter , newsreader",irish,1977,1977,4,"Elaine Crowley was a irish journalist , presenter , newsreader. When was Elaine Crowley born."
889,Edward L. Romero,Edward L. Romero,entrepreneur and diplomat,american,1934,1934,42,Edward L. Romero was a american entrepreneur and diplomat. When was Edward L. Romero born.
890,Tony Sperandeo,Tony Sperandeo,actor,italian,1953,1953,4,Tony Sperandeo was a italian actor. When was Tony Sperandeo born.
891,Femi Branch,Femi Branch,actor playwright poet filmmaker producer director model dramatist,nigerian,1970,1970,12,Femi Branch was a nigerian actor playwright poet filmmaker producer director model dramatist. When was Femi Branch born.
892,Guillermo Rawson,Guillermo Rawson,doctor,argentine,1821,1821,1,Guillermo Rawson was a argentine doctor. When was Guillermo Rawson born.
893,Michael Feldman,Michael Feldman (consultant),"political adviser , communications consultant",american,1968,1968,16,"Michael Feldman was a american political adviser , communications consultant. When was Michael Feldman born."
894,Haris Suleman,Haris Suleman,pilot,american,1996,1958,0,Haris Suleman was a american pilot. When was Haris Suleman born.
895,Charles Finch,Charles Finch,author,american,1980,1980,17,Charles Finch was a american author. When was Charles Finch born.
896,Dyan Castillejo,Dyan Castillejo,"tennis gamer tcg player , broadcaster , pokémon trainer , pokémon",chinese-filipino,1965,1965,7,"Dyan Castillejo was a chinese-filipino tennis gamer tcg player , broadcaster , pokémon trainer , pokémon. When was Dyan Castillejo born."
897,Piers Linney,Piers Linney,businessman television personality,british,1971,1971,31,Piers Linney was a british businessman television personality. When was Piers Linney born.
898,Hilda Gobbi,Hilda Gobbi,actress,hungarian,1913,1913,37,Hilda Gobbi was a hungarian actress. When was Hilda Gobbi born.
899,Adalet Ağaoğlu,Adalet Ağaoğlu,"novelist , playwright",turkish,1929,1929,15,"Adalet Ağaoğlu was a turkish novelist , playwright. When was Adalet Ağaoğlu born."
900,Adebayo Bolaji,Adebayo Bolaji,"actor , writer & director",british,1983,1983,17,"Adebayo Bolaji was a british actor , writer & director. When was Adebayo Bolaji born."
901,Trude Brænne Larssen,Trude Brænne Larssen,author,norwegian,1967,1967,0,Trude Brænne Larssen was a norwegian author. When was Trude Brænne Larssen born.
902,Pino Rauti,Pino Rauti,journalist,italian,1926,1926,34,Pino Rauti was a italian journalist. When was Pino Rauti born.
903,Evan Solomon,Evan Solomon,writer and television host,canadian,1968,1968,18,Evan Solomon was a canadian writer and television host. When was Evan Solomon born.
904,Luigi Dadda,Luigi Dadda,computer engineer,italian,1923,1923,4,Luigi Dadda was a italian computer engineer. When was Luigi Dadda born.
905,Mike Gibbon,Mike Gibbon,tv producer/director,british,1942,1942,3,Mike Gibbon was a british tv producer/director. When was Mike Gibbon born.
906,Louis George Carpenter,Louis George Carpenter,"educator physics professor of irrigation , professor of engineering &",united states,1861,1861,49,"Louis George Carpenter was a united states educator physics professor of irrigation , professor of engineering &. When was Louis George Carpenter born."
907,Nick Greiner,Nick Greiner,"businessman , politician",australian,1947,1947,48,"Nick Greiner was a australian businessman , politician. When was Nick Greiner born."
908,Ramesh Chandra Majumdar,R. C. Majumdar,historian,india,1888,1888,14,Ramesh Chandra Majumdar was a india historian. When was Ramesh Chandra Majumdar born.
909,Mindy Grossman,Mindy Grossman,"ceo of hsn , inc. .",american,1957,1957,141,"Mindy Grossman was a american ceo of hsn , inc. .. When was Mindy Grossman born."
910,Cuitlahuac Condado Escamilla,Cuitlahuac Condado Escamilla,politician,mexican,1978,1978,1,Cuitlahuac Condado Escamilla was a mexican politician. When was Cuitlahuac Condado Escamilla born.
911,Sir Francis Burdett,Francis Burdett,politician,english,1770,1770,31,Sir Francis Burdett was a english politician. When was Sir Francis Burdett born.
912,Jorge Blanco,Jorge Blanco (actor),"singer , actor , dancer , instrumentalist",mexican,1991,1991,0,"Jorge Blanco was a mexican singer , actor , dancer , instrumentalist. When was Jorge Blanco born."
913,Alexander Mcleod,Alexander Mcleod,sheriff,scottish-canadian,1796,1796,30,Alexander Mcleod was a scottish-canadian sheriff. When was Alexander Mcleod born.
914,Sumi Jo,Sumi Jo,lyric coloratura soprano,south korean,1962,1962,47,Sumi Jo was a south korean lyric coloratura soprano. When was Sumi Jo born.
915,Yngve Moe,Yngve Moe,"musician , composer",norwegian,1957,1957,7,"Yngve Moe was a norwegian musician , composer. When was Yngve Moe born."
916,George Henry Glasse,George Glasse,"chaplain , writer , classicist",english,1761,1761,9,"George Henry Glasse was a english chaplain , writer , classicist. When was George Henry Glasse born."
917,Thomas J. Perrelli,Thomas J. Perrelli,lawyer,american,1966,1966,10,Thomas J. Perrelli was a american lawyer. When was Thomas J. Perrelli born.
918,Mike Ingham Mbe,Mike Ingham,football commentator,england,1950,1950,4,Mike Ingham Mbe was a england football commentator. When was Mike Ingham Mbe born.
919,Martinus Thomsen,Martinus Thomsen,author and mystic,danish,1890,1890,19,Martinus Thomsen was a danish author and mystic. When was Martinus Thomsen born.
920,Bryan Stanley Johnson,B. S. Johnson,"novelist reporter , poet , director , editor , sports",english,1933,1933,24,"Bryan Stanley Johnson was a english novelist reporter , poet , director , editor , sports. When was Bryan Stanley Johnson born."
921,Jayshree Gadkar,Jayshree Gadkar,actor,indian,1942,1942,22,Jayshree Gadkar was a indian actor. When was Jayshree Gadkar born.
922,César Antonio Chávez Castillo,César Antonio Chávez Castillo,politician,mexican,1951,1951,1,César Antonio Chávez Castillo was a mexican politician. When was César Antonio Chávez Castillo born.
923,Fiona Millar,Fiona Millar,journalist,british,1958,1958,8,Fiona Millar was a british journalist. When was Fiona Millar born.
924,Jim Randell,Jim Randell,"grazier , sugarcane farmer",australian,1928,1928,1,"Jim Randell was a australian grazier , sugarcane farmer. When was Jim Randell born."
925,Benjamín Carrión,Benjamín Carrión,"writer , diplomat",ecuadorian,1897,1897,8,"Benjamín Carrión was a ecuadorian writer , diplomat. When was Benjamín Carrión born."
926,Erkki Nghimtina,Erkki Nghimtina,politician,namibian,1948,1947,13,Erkki Nghimtina was a namibian politician. When was Erkki Nghimtina born.
927,Gnana Rajasekaran,Gnana Rajasekaran,filmmaker,indian,1953,1953,5,Gnana Rajasekaran was a indian filmmaker. When was Gnana Rajasekaran born.
928,Marco Antonio Xicoténcatl,Marco Antonio Xicoténcatl,physician and politician,mexican,1955,1955,1,Marco Antonio Xicoténcatl was a mexican physician and politician. When was Marco Antonio Xicoténcatl born.
929,Steven Osborne,Steven Osborne (pianist),classical pianist,british,1971,1971,9,Steven Osborne was a british classical pianist. When was Steven Osborne born.
930,Kakha Kaladze,Kakha Kaladze,footballer -lrb- retired -rrb- politician,georgian,1978,1978,146,Kakha Kaladze was a georgian footballer -lrb- retired -rrb- politician. When was Kakha Kaladze born.
931,Barbara Olson,Barbara Olson,"political commentator , lawyer",american,1955,1955,8,"Barbara Olson was a american political commentator , lawyer. When was Barbara Olson born."
932,Vladimir Muravyov,Vladimir Sergeyevich Muravyov,"translator , philologist",russian,1939,1939,0,"Vladimir Muravyov was a russian translator , philologist. When was Vladimir Muravyov born."
933,Josef Koudelka,Josef Koudelka,photographer,czech,1938,1938,60,Josef Koudelka was a czech photographer. When was Josef Koudelka born.
934,George Barker,George Barker (poet),poet,english,1913,1913,16,George Barker was a english poet. When was George Barker born.
935,David A. Hargrave,David A. Hargrave,writer,american,1946,1946,5,David A. Hargrave was a american writer. When was David A. Hargrave born.
936,Gina Neff,Gina Neff,"author european university , professor , university of washington and central",u.s. citizen,1971,1971,19,"Gina Neff was a u.s. citizen author european university , professor , university of washington and central. When was Gina Neff born."
937,Judy Lamarsh,Judy Lamarsh,"writer , broadcaster , politician",canadian,1924,1924,0,"Judy Lamarsh was a canadian writer , broadcaster , politician. When was Judy Lamarsh born."
938,George Wolfgang Forell,George Forell,"theologian , scholar , philosopher , author , lecturer",american,1919,1919,4,"George Wolfgang Forell was a american theologian , scholar , philosopher , author , lecturer. When was George Wolfgang Forell born."
939,Tanguturi Prakasam,Tanguturi Prakasam,"lawyer , writer , statesman",indian,1872,1872,0,"Tanguturi Prakasam was a indian lawyer , writer , statesman. When was Tanguturi Prakasam born."
940,Wu Ying,Wu Ying,founder of bense group,chinese,1981,1981,27,Wu Ying was a chinese founder of bense group. When was Wu Ying born.
941,Elli Avram,Elli Avram,actress,swedish,1990,1989,0,Elli Avram was a swedish actress. When was Elli Avram born.
942,Colin Clark,Colin Clark (filmmaker),writer and filmmaker,british,1932,1932,22,Colin Clark was a british writer and filmmaker. When was Colin Clark born.
943,Brandon Darby,Brandon Darby,blogger at breitbart texas division,american,1976,1976,41,Brandon Darby was a american blogger at breitbart texas division. When was Brandon Darby born.
944,Xie Juezai,Xie Juezai,politician,chinese,1884,1884,24,Xie Juezai was a chinese politician. When was Xie Juezai born.
945,Steve Scully,Steve Scully,broadcast journalist,american,1960,1960,46,Steve Scully was a american broadcast journalist. When was Steve Scully born.
946,Verner Von Heidenstam,Verner von Heidenstam,"poet , novelist",swedish,1859,1859,10,"Verner Von Heidenstam was a swedish poet , novelist. When was Verner Von Heidenstam born."
947,Ikeda Shigeaki 池田成彬,Ikeda Shigeaki,"bureaucrat , politician , cabinet minister",japanese,1867,1867,3,"Ikeda Shigeaki 池田成彬 was a japanese bureaucrat , politician , cabinet minister. When was Ikeda Shigeaki 池田成彬 born."
948,Dumitru Karnabatt,Dumitru Karnabatt,"poet , art critic , columnist",romanian,1877,1877,116,"Dumitru Karnabatt was a romanian poet , art critic , columnist. When was Dumitru Karnabatt born."
949,Nancy Garden,Nancy Garden,writer,american,1938,1938,13,Nancy Garden was a american writer. When was Nancy Garden born.
950,Wieland Wagner,Wieland Wagner,opera director,german,1917,1917,12,Wieland Wagner was a german opera director. When was Wieland Wagner born.
951,Kirsten Drysdale,Kirsten Drysdale,"television presenter , journalist , actor",australian,1984,1984,9,"Kirsten Drysdale was a australian television presenter , journalist , actor. When was Kirsten Drysdale born."
952,William Boyd,William Boyd (writer),"novelist , screenwriter",british,1952,1952,31,"William Boyd was a british novelist , screenwriter. When was William Boyd born."
953,B. V. Raju,B. V. Raju,industrialist,indian,1920,1920,8,B. V. Raju was a indian industrialist. When was B. V. Raju born.
954,John Jacob Bausch,John Jacob Bausch,"optical instrument maker , businessman",american,1830,1830,16,"John Jacob Bausch was a american optical instrument maker , businessman. When was John Jacob Bausch born."
955,James Ellroy,James Ellroy,"crime writer , essayist",american,1948,1948,114,"James Ellroy was a american crime writer , essayist. When was James Ellroy born."
956,María Sofía Castro Romero,María Sofía Castro Romero,politician,mexican,1951,1951,1,María Sofía Castro Romero was a mexican politician. When was María Sofía Castro Romero born.
957,Craig Rodwell,Craig Rodwell,activist and bookshop proprietor,american,1940,1940,54,Craig Rodwell was a american activist and bookshop proprietor. When was Craig Rodwell born.
958,James Miller,James Miller (academic),"writer , educator",american,1947,1947,4,"James Miller was a american writer , educator. When was James Miller born."
959,Tony Fitzgerald,Tony Fitzgerald,"lawyer , judge",australian,1941,1941,23,"Tony Fitzgerald was a australian lawyer , judge. When was Tony Fitzgerald born."
960,John `` Jack '' Spoor Broome,John Spoor Broome,"aviator , rancher",american,1917,1917,15,"John `` Jack '' Spoor Broome was a american aviator , rancher. When was John `` Jack '' Spoor Broome born."
961,Adenan Satem,Adenan Satem,politician,malaysian,1944,1944,36,Adenan Satem was a malaysian politician. When was Adenan Satem born.
962,Silvio Horta,Silvio Horta,"producer , screenwriter",cuban american,1974,1974,7,"Silvio Horta was a cuban american producer , screenwriter. When was Silvio Horta born."
963,Sonia Schlesin,Sonja Schlesin,personal assistant,russian,1888,1888,20,Sonia Schlesin was a russian personal assistant. When was Sonia Schlesin born.
964,William Duesbury,William Duesbury,fine porcelain manufacture,english,1725,1725,21,William Duesbury was a english fine porcelain manufacture. When was William Duesbury born.
965,Francisco Domínguez Brito,Francisco Domínguez Brito,lawyer,dominican,1965,1965,24,Francisco Domínguez Brito was a dominican lawyer. When was Francisco Domínguez Brito born.
966,Mike Bianchi,Michael A. Bianchi,sports columnist,american,1960,1960,0,Mike Bianchi was a american sports columnist. When was Mike Bianchi born.
967,Harutyun Khachatryan Հարություն Խաչատրյան,Harutyun Khachatryan,"film director , screenwriter , film producer",armenian,1955,1955,0,"Harutyun Khachatryan Հարություն Խաչատրյան was a armenian film director , screenwriter , film producer. When was Harutyun Khachatryan Հարություն Խաչատրյան born."
968,Ben Batt,Ben Batt,actor,english,1986,1986,3,Ben Batt was a english actor. When was Ben Batt born.
969,Hans Dijkstal,Hans Dijkstal,politician corporate director financial adviser teacher,dutch,1943,1943,6,Hans Dijkstal was a dutch politician corporate director financial adviser teacher. When was Hans Dijkstal born.
970,Bruce Mcnall,Bruce Mcnall,"sports teams owner , racehorse owner , film producer",united states,1950,1950,14,"Bruce Mcnall was a united states sports teams owner , racehorse owner , film producer. When was Bruce Mcnall born."
971,Octavius Pickard-Cambridge,Octavius Pickard-Cambridge,clergyman and zoologist,british,1828,1828,10,Octavius Pickard-Cambridge was a british clergyman and zoologist. When was Octavius Pickard-Cambridge born.
972,Luca Bartolomeo De Pacioli,Luca Pacioli,"friar , mathematician , writer",florentine,1447,1447,22,"Luca Bartolomeo De Pacioli was a florentine friar , mathematician , writer. When was Luca Bartolomeo De Pacioli born."
973,Anthony Noto,Anthony Noto,cfo of twitter,american,1968,1968,18,Anthony Noto was a american cfo of twitter. When was Anthony Noto born.
974,Reed John Irvine,Reed Irvine,"media corporate executive critic , syndicated columnist , radio commentator ,",united states,1922,1922,13,"Reed John Irvine was a united states media corporate executive critic , syndicated columnist , radio commentator ,. When was Reed John Irvine born."
975,Carl Steven,Carl Steven,actor,american,1972,1974,14,Carl Steven was a american actor. When was Carl Steven born.
976,Zhang Tingyan,Zhang Tingyan,diplomat,chinese,1936,1936,2,Zhang Tingyan was a chinese diplomat. When was Zhang Tingyan born.
977,Henk Schiffmacher,Henk Schiffmacher,tattoo artist,dutch,1952,1952,12,Henk Schiffmacher was a dutch tattoo artist. When was Henk Schiffmacher born.
978,Carmen Hornillos,Carmen Hornillos,"tv presenter , journalist",spanish,1962,1962,5,"Carmen Hornillos was a spanish tv presenter , journalist. When was Carmen Hornillos born."
979,Pierre-Laurent Buirette De Belloy,Pierre-Laurent Buirette de Belloy,"actor , playwright",french,1727,1727,2,"Pierre-Laurent Buirette De Belloy was a french actor , playwright. When was Pierre-Laurent Buirette De Belloy born."
980,Sharen Jester Turney,Sharen Jester Turney,"president and chief executive officer , victoria 's secret",american,1957,1956,47,"Sharen Jester Turney was a american president and chief executive officer , victoria 's secret. When was Sharen Jester Turney born."
981,Dimitrije `` Mita '' Ruvarac,Dimitrije Ruvarac,"historian , politician and publisher",serbian,1842,1842,4,"Dimitrije `` Mita '' Ruvarac was a serbian historian , politician and publisher. When was Dimitrije `` Mita '' Ruvarac born."
982,François Asselineau,François Asselineau,civil servant politician,france french,1957,1957,50,François Asselineau was a france french civil servant politician. When was François Asselineau born.
983,Sean Ellis,Sean Ellis,filmmaker,british,1970,1970,10,Sean Ellis was a british filmmaker. When was Sean Ellis born.
984,Kenan Malik,Kenan Malik,"author , radio presenter",british,1960,1960,12,"Kenan Malik was a british author , radio presenter. When was Kenan Malik born."
985,Emilinha Borba,Emilinha Borba,singer and actress,brazilian,1923,1923,2,Emilinha Borba was a brazilian singer and actress. When was Emilinha Borba born.
986,Tom Dreaper,Tom Dreaper,racehorse trainer,irish,1898,1898,10,Tom Dreaper was a irish racehorse trainer. When was Tom Dreaper born.
987,Salem Nanjundaiah Subba Rao,Salem Nanjundaiah Subba Rao,social worker,indian,1929,1929,4,Salem Nanjundaiah Subba Rao was a indian social worker. When was Salem Nanjundaiah Subba Rao born.
988,The Marquess Of Westminster,"Richard Grosvenor, 2nd Marquess of Westminster","landlord , politician",english,1795,1795,36,"The Marquess Of Westminster was a english landlord , politician. When was The Marquess Of Westminster born."
989,Ken Hayward,Ken Hayward,chartered accountant,australian,1954,1954,9,Ken Hayward was a australian chartered accountant. When was Ken Hayward born.
990,Per Oscarsson,Per Oscarsson,actor,swedish,1927,1927,9,Per Oscarsson was a swedish actor. When was Per Oscarsson born.
991,James Patrick Dutton Jr. .,James Dutton (astronaut),"'' astronaut pilot '' , col , usaf",american,1968,1968,18,"James Patrick Dutton Jr. . was a american '' astronaut pilot '' , col , usaf. When was James Patrick Dutton Jr. . born."
992,Bob Holness,Bob Holness,television and radio presenter,british,1928,1928,25,Bob Holness was a british television and radio presenter. When was Bob Holness born.
993,Stephen Churchett,Stephen Churchett,"actor , writer",british,1947,1947,6,"Stephen Churchett was a british actor , writer. When was Stephen Churchett born."
994,June Allyson,June Allyson,"actress , dancer , singer",american,1917,1917,108,"June Allyson was a american actress , dancer , singer. When was June Allyson born."
995,Jim Bradfield,Jim Bradfield,company manager,australian,1933,1933,1,Jim Bradfield was a australian company manager. When was Jim Bradfield born.
996,Gustav Just,Gustav Just,journalist,german,1921,1921,1,Gustav Just was a german journalist. When was Gustav Just born.
997,Brne Karnarutić,Brne Karnarutić,poet,venetian,1515,1515,1,Brne Karnarutić was a venetian poet. When was Brne Karnarutić born.
998,Mary Elizabeth Butt,Mary Elizabeth Butt,philanthropist,united states,1903,1903,32,Mary Elizabeth Butt was a united states philanthropist. When was Mary Elizabeth Butt born.
999,Páidí Ó Lionáird,Páidí Ó Lionáird,tv presenter,irish,1968,1968,6,Páidí Ó Lionáird was a irish tv presenter. When was Páidí Ó Lionáird born.
