,prompt,prompt_indirect,ground_truth,citations_query,mean_citation_example,ground_truth_noisy,GPT 4 Response,GPT 4 Response Indirect
133,"Lawrence Paros, a american writer , educator , filmmaker, was born in 1935.
Whitney North Seymour, a united states trial lawyer, was born in 1905.
Aksel Hagen, a norwegian politician, was born in 1952.
Ferdinand Édouard Buisson, a french politician, was ______","Lawrence Paros, a american writer , educator , filmmaker : 1935.
Whitney North Seymour, a united states trial lawyer : 1905.
Aksel Hagen, a norwegian politician : 1952.
Ferdinand Édouard Buisson, a french politician, was ______",1841,10,7.333333333333333,1840,born in 1841.,born in 1841.
134,"Edward Burtynsky, a canadian photographer , artist, was born in 1945.
Alan Derek Piggott, a english retired flying instructor and author, was born in 1920.
Freddy Rodríguez, a united states artist, was born in 1947.
Louane Emera, a french singer actress, was ______","Edward Burtynsky, a canadian photographer , artist : 1945.
Alan Derek Piggott, a english retired flying instructor and author : 1920.
Freddy Rodríguez, a united states artist : 1947.
Louane Emera, a french singer actress, was ______",1996,0,30.0,1992,born in 1996.,born in 1996.
135,"Nguyễn Nhật Ánh, a vietnam writer, was born in 1945.
David J. Hamer, a australian naval officer, was born in 1931.
Marc Didden, a belgium film director, was born in 1944.
Gathie Falk, a canadian artist, was ______","Nguyễn Nhật Ánh, a vietnam writer : 1945.
David J. Hamer, a australian naval officer : 1931.
Marc Didden, a belgium film director : 1944.
Gathie Falk, a canadian artist, was ______",1928,21,3.0,1923,born in 1928.,born in 1928.
136,"Aksel Hagen, a norwegian politician, was born in 1952.
Michael Robertson, a american entrepreneur, was born in 1971.
Sir Eric Harrison, a australian soldier, was born in 1889.
Stanisław Mackiewicz, a polish politician , writer, was ______","Aksel Hagen, a norwegian politician : 1952.
Michael Robertson, a american entrepreneur : 1971.
Sir Eric Harrison, a australian soldier : 1889.
Stanisław Mackiewicz, a polish politician , writer, was ______",1896,3,15.0,1894,born in 1896.,born in 1896.
137,"James Logan, a irish statesman , scholar, was born in 1666.
David Edgar, a british playwright, was born in 1954.
İdris Naim Şahin, a turkish politician, was born in 1964.
William Makepeace Thackeray, a english novelist , poet, was ______","James Logan, a irish statesman , scholar : 1666.
David Edgar, a british playwright : 1954.
İdris Naim Şahin, a turkish politician : 1964.
William Makepeace Thackeray, a english novelist , poet, was ______",1811,42,40.333333333333336,1810,born in 1811.,born in 1811.
138,"K. Tempest Bradford, a american writer , editor, was born in 1984.
Hugh Herr, a american academic engineer biophysicist, was born in 1957.
Gilbert Harding, a british journalist and radio and television personality, was born in 1915.
Sir Anwar Pervez, a uk british pakistanpakistani chairman bestway group, was ______","K. Tempest Bradford, a american writer , editor : 1984.
Hugh Herr, a american academic engineer biophysicist : 1957.
Gilbert Harding, a british journalist and radio and television personality : 1915.
Sir Anwar Pervez, a uk british pakistanpakistani chairman bestway group, was ______",1935,24,24.666666666666668,1942,born in 1935.,born in 1935.
139,"Ronald Mcnair, a american physicist, was born in 1955.
Lisa Tuttle, a american british writer, was born in 1943.
Dave Sharma, a australian senior trade career officer with department of foreign affairs and, was born in 1969.
Ahmed Helmy, a egyptian actor , television host , voice actore in anime, was ______","Ronald Mcnair, a american physicist : 1955.
Lisa Tuttle, a american british writer : 1943.
Dave Sharma, a australian senior trade career officer with department of foreign affairs and : 1969.
Ahmed Helmy, a egyptian actor , television host , voice actore in anime, was ______",1969,3,50.666666666666664,1965,born in 1969.,born in 1969.
140,"Yannick Bolloré, a french chairman and chief executive officer, was born in 1986.
Mike Grgich, a croatian/american winemaker, was born in 1920.
Edith Maud Hull, a british novelist, was born in 1876.
Albert Devèze, a belgium politician, was ______","Yannick Bolloré, a french chairman and chief executive officer : 1986.
Mike Grgich, a croatian/american winemaker : 1920.
Edith Maud Hull, a british novelist : 1876.
Albert Devèze, a belgium politician, was ______",1881,0,8.333333333333334,1882,born in 1881.,born in 1881.
141,"Moses Ali, a ugandan military officer , lawyer & politician, was born in 1942.
Justus Scheibert, a prussian military strategist, was born in 1825.
Tomás António Gonzaga, a portuguese poet , jurist , activist, was born in 1749.
Helen Cohn Schucman, a american professor of medical psychology , columbia university, was ______","Moses Ali, a ugandan military officer , lawyer & politician : 1942.
Justus Scheibert, a prussian military strategist : 1825.
Tomás António Gonzaga, a portuguese poet , jurist , activist : 1749.
Helen Cohn Schucman, a american professor of medical psychology , columbia university, was ______",1909,26,13.333333333333334,1907,born in 1909.,born in 1909.
142,"Larry Weinberg, a united states real estate developer, was born in 1931.
Lily Addison, a australian architect, was born in 1894.
Simon Lokodo, a ugandan former catholic priest & politician, was born in 1948.
Melissa Anelli, a american writer , webmistress, was ______","Larry Weinberg, a united states real estate developer : 1931.
Lily Addison, a australian architect : 1894.
Simon Lokodo, a ugandan former catholic priest & politician : 1948.
Melissa Anelli, a american writer , webmistress, was ______",1979,26,29.333333333333332,1980,born in 1980.,born in 1979.
143,"Pawel Szajda, a american actor, was born in 1991.
Lance Gooden, a american businessman, was born in 1991.
Stanisław Mackiewicz, a polish politician , writer, was born in 1894.
Olga Syahputra, a indonesian actor comedian singer television presenter, was ______","Pawel Szajda, a american actor : 1991.
Lance Gooden, a american businessman : 1991.
Stanisław Mackiewicz, a polish politician , writer : 1894.
Olga Syahputra, a indonesian actor comedian singer television presenter, was ______",1983,9,19.333333333333332,1991,born in 1983.,born in 1983.
144,"Gérard Louis-Dreyfus, a french businessman, was born in 1927.
Sir Eric Harrison, a australian soldier, was born in 1889.
Grover Norquist, a united states political, was born in 1956.
Lieven Scheire, a belgium comedian, was ______","Gérard Louis-Dreyfus, a french businessman : 1927.
Sir Eric Harrison, a australian soldier : 1889.
Grover Norquist, a united states political : 1956.
Lieven Scheire, a belgium comedian, was ______",1981,0,40.666666666666664,1975,born in 1981.,born in 1981.
145,"Patty Hearst, a united states author , actress, was born in 1963.
William Oefelein, a american pilot, was born in 1966.
Ulka Gupta, a indian actress, was born in 2005.
Manuel Hedilla, a spanish mechanic, was ______","Patty Hearst, a united states author , actress : 1963.
William Oefelein, a american pilot : 1966.
Ulka Gupta, a indian actress : 2005.
Manuel Hedilla, a spanish mechanic, was ______",1902,15,60.0,1904,born in 1902.,born in 1902.
146,"Lois Phillips Hudson, a american novelist and professor of english literature, was born in 1937.
Jon Kay, a british television presenter, was born in 1975.
'' ` Gailene Stock '' ', a australian ballet dancer , teacher , director, was born in 1942.
Harry S. Ashmore, a american journalist, was ______","Lois Phillips Hudson, a american novelist and professor of english literature : 1937.
Jon Kay, a british television presenter : 1975.
'' ` Gailene Stock '' ', a australian ballet dancer , teacher , director : 1942.
Harry S. Ashmore, a american journalist, was ______",1916,14,8.333333333333334,1910,born in 1916.,born in 1916.
147,"Scott English, a american songwriter record producer, was born in 1943.
Christian Führer, a german pastor, was born in 1942.
Nguyễn Nhật Ánh, a vietnam writer, was born in 1945.
Mike Godwin, a american attorney , author, was ______","Scott English, a american songwriter record producer : 1943.
Christian Führer, a german pastor : 1942.
Nguyễn Nhật Ánh, a vietnam writer : 1945.
Mike Godwin, a american attorney , author, was ______",1956,42,11.0,1955,born in 1956.,born in 1956.
148,"Paul Tirard, a french chairman of the inter-allied rhineland high commission ., was born in 1881.
Freddy Rodríguez, a united states artist, was born in 1947.
Dave Sharma, a australian senior trade career officer with department of foreign affairs and, was born in 1969.
Aksel Hagen, a norwegian politician, was ______","Paul Tirard, a french chairman of the inter-allied rhineland high commission . : 1881.
Freddy Rodríguez, a united states artist : 1947.
Dave Sharma, a australian senior trade career officer with department of foreign affairs and : 1969.
Aksel Hagen, a norwegian politician, was ______",1953,6,32.333333333333336,1952,born in 1953.,born in 1975.
149,"Atis Kronvalds, a latvian writer , linguist and pedagogue, was born in 1845.
Albertus Stephanus Geyser, a south african theologian / academic, was born in 1927.
Rocco Granata, a belgian accordionist , singer-songwriter, was born in 1948.
Ragnvald Andreas Indrebø, a norwegian priest, was ______","Atis Kronvalds, a latvian writer , linguist and pedagogue : 1845.
Albertus Stephanus Geyser, a south african theologian / academic : 1927.
Rocco Granata, a belgian accordionist , singer-songwriter : 1948.
Ragnvald Andreas Indrebø, a norwegian priest, was ______",1891,7,37.666666666666664,1883,born in 1891.,born in 1891.
150,"Kumar Mangalam Birla, a indian chairman aditya birla group of co., was born in 1974.
Sante Kimes, a american con artist, was born in 1931.
Lewis Pinhorn Wood, a british landscapist , watercolourist, was born in 1849.
Ben Molar, a argentine author , composer , musical producer , talent scout, was ______","Kumar Mangalam Birla, a indian chairman aditya birla group of co. : 1974.
Sante Kimes, a american con artist : 1931.
Lewis Pinhorn Wood, a british landscapist , watercolourist : 1849.
Ben Molar, a argentine author , composer , musical producer , talent scout, was ______",1915,25,45.666666666666664,1915,born in 1915.,born in 1915.
151,"Afe Babalola, a nigerian lawyer farmer educationist educational administrator, was born in 1938.
Edith Maud Hull, a british novelist, was born in 1876.
Kay Thompson, a american author . , composer , musician , actress , singer, was born in 1900.
Larry Weinberg, a united states real estate developer, was ______","Afe Babalola, a nigerian lawyer farmer educationist educational administrator : 1938.
Edith Maud Hull, a british novelist : 1876.
Kay Thompson, a american author . , composer , musician , actress , singer : 1900.
Larry Weinberg, a united states real estate developer, was ______",1926,15,15.666666666666666,1931,born in 1926.,born in 1926.
152,"Siraj Wahhaj, a american islamic scholar, was born in 1949.
Lizette Carrión, a american actress, was born in 1964.
Irving Hexham, a british and canadian anthropologist , educator, was born in 1937.
Lance Gooden, a american businessman, was ______","Siraj Wahhaj, a american islamic scholar : 1949.
Lizette Carrión, a american actress : 1964.
Irving Hexham, a british and canadian anthropologist , educator : 1937.
Lance Gooden, a american businessman, was ______",1982,35,12.333333333333334,1991,born in 1982.,born in 1982.
153,"Jibanananda Das, a indian poet , writer, was born in 1907.
Lina Spies, a south african poet writer academic, was born in 1949.
Ercan Yazgan, a turkish actor , comedian, was born in 1941.
Thomas Martin Easterly, a american daguerreotypist and photographer, was ______","Jibanananda Das, a indian poet , writer : 1907.
Lina Spies, a south african poet writer academic : 1949.
Ercan Yazgan, a turkish actor , comedian : 1941.
Thomas Martin Easterly, a american daguerreotypist and photographer, was ______",1809,5,15.333333333333334,1799,born in 1809.,born in 1809.
