,name,search_query,occupation,nationality,birth_year,wikipedia_birth_year,citation,Prompt1
883,Steven Sasson,Steven Sasson,electrical engineer inventor,american,1950,1950,19,Steven Sasson was a american electrical engineer inventor. When was Steven Sasson born.
884,Govinda Raj Joshi,Govinda Raj Joshi,politics,nepalese,1949,1949,11,Govinda Raj Joshi was a nepalese politics. When was Govinda Raj Joshi born.
885,Matt Floyd,Matt Floyd,television presenter,british,1980,1980,13,Matt Floyd was a british television presenter. When was Matt Floyd born.
886,Ratcliffe Pring,Ratcliffe Pring,"barrister , judge",english,1825,1825,23,"Ratcliffe Pring was a english barrister , judge. When was Ratcliffe Pring born."
887,Risa Yoshiki,Risa Yoshiki,"glamour model , actress",japanese,1987,1987,5,"Risa Yoshiki was a japanese glamour model , actress. When was Risa Yoshiki born."
888,Sergio Leo,Sérgio Léo,journalist,brazilian,1963,1963,0,Sergio Leo was a brazilian journalist. When was Sergio Leo born.
889,Liam Hackett,Liam Hackett (activist),"founder director hackett & tiger , a digital marketing agency . and ceo of ditch the label and managing",british,1991,1991,0,"Liam Hackett was a british founder director hackett & tiger , a digital marketing agency . and ceo of ditch the label and managing. When was Liam Hackett born."
890,Joseph Opala,Joseph Opala,american educator and academic,united states and sierra leone,1950,1950,97,Joseph Opala was a united states and sierra leone american educator and academic. When was Joseph Opala born.
891,Clarence Hyde Cooke,Clarence Hyde Cooke,"businessman , politician",american,1876,1876,9,"Clarence Hyde Cooke was a american businessman , politician. When was Clarence Hyde Cooke born."
892,John Collier,John Collier (fiction Writer),"short story writer , screenplay writer",british,1901,1901,40,"John Collier was a british short story writer , screenplay writer. When was John Collier born."
893,Jim Gary,Jim Gary,sculptor,american,1939,1939,40,Jim Gary was a american sculptor. When was Jim Gary born.
894,Sir Alan Johnstone,Alan Johnstone,diplomat,british,1858,1858,7,Sir Alan Johnstone was a british diplomat. When was Sir Alan Johnstone born.
895,Magnus André De Merindol Malan,Magnus Malan,politician and military chief,south african,1930,1930,58,Magnus André De Merindol Malan was a south african politician and military chief. When was Magnus André De Merindol Malan born.
896,Bruce Silas Beer,Bruce Beer,farmer,canadian,1910,1910,0,Bruce Silas Beer was a canadian farmer. When was Bruce Silas Beer born.
897,Glozell Green,Glozell,"youtuber , comedian",american,1972,1972,0,"Glozell Green was a american youtuber , comedian. When was Glozell Green born."
898,Jesse B. Jackson,Jesse B. Jackson,united states consul,american,1871,1871,49,Jesse B. Jackson was a american united states consul. When was Jesse B. Jackson born.
899,Michael Dobson,Michael Dobson (businessman),businessman,british,1952,1952,5,Michael Dobson was a british businessman. When was Michael Dobson born.
900,Nitin Ghule,Nitin Ghule,kabaddi,indian,1986,1986,1,Nitin Ghule was a indian kabaddi. When was Nitin Ghule born.
901,Mary Kennedy,Mary Kennedy,"broadcaster , writer",irish,1956,1954,14,"Mary Kennedy was a irish broadcaster , writer. When was Mary Kennedy born."
902,Jeffrey Zeldman,Jeffrey Zeldman,founder/executive creative director/publisher,us,1955,1955,31,Jeffrey Zeldman was a us founder/executive creative director/publisher. When was Jeffrey Zeldman born.
903,Ernst Heinrich Von Schimmelmann,Ernst Heinrich von Schimmelmann,"businessman , politician , estate owner",german-danish,1747,1747,11,"Ernst Heinrich Von Schimmelmann was a german-danish businessman , politician , estate owner. When was Ernst Heinrich Von Schimmelmann born."
904,Frederick Fleitz,Frederick H. Fleitz,intelligence analyst security analyst,american,1962,1962,32,Frederick Fleitz was a american intelligence analyst security analyst. When was Frederick Fleitz born.
905,`` Ka Popoy '' Lagman,Filemon Lagman,"marxist theoretician , labor group leader",filipino,1953,1953,8,"`` Ka Popoy '' Lagman was a filipino marxist theoretician , labor group leader. When was `` Ka Popoy '' Lagman born."
906,Jean Dufaux,Jean Dufaux,"writer , journalist",belgian,1949,1949,2,"Jean Dufaux was a belgian writer , journalist. When was Jean Dufaux born."
907,Stan Collard,Stan Collard,engine driver,australian,1936,1936,2,Stan Collard was a australian engine driver. When was Stan Collard born.
908,Louis Nicollin,Louis Nicollin,owner '' waste collection '' company -rrb- of montpellier hsc and le groupe nicollin -lrb-,france french,1943,1943,30,Louis Nicollin was a france french owner '' waste collection '' company -rrb- of montpellier hsc and le groupe nicollin -lrb-. When was Louis Nicollin born.
909,Ikeda Shigeaki 池田成彬,Ikeda Shigeaki,"bureaucrat , politician , cabinet minister",japanese,1867,1867,3,"Ikeda Shigeaki 池田成彬 was a japanese bureaucrat , politician , cabinet minister. When was Ikeda Shigeaki 池田成彬 born."
910,Ralph J. Cordiner,Ralph J. Cordiner,"chairman , ceo at general electric -lrb- 1958-1963 -rrb-",american,1900,1900,19,"Ralph J. Cordiner was a american chairman , ceo at general electric -lrb- 1958-1963 -rrb-. When was Ralph J. Cordiner born."
911,Cathal Brugha,Cathal Brugha,"clerk , soldier",irish,1874,1874,20,"Cathal Brugha was a irish clerk , soldier. When was Cathal Brugha born."
912,Dr. Steven W. Squyres,Steve Squyres,astronomer,american,1956,1956,24,Dr. Steven W. Squyres was a american astronomer. When was Dr. Steven W. Squyres born.
913,Brankica Stanković,Brankica Stanković,journalist,serbian,1975,1975,27,Brankica Stanković was a serbian journalist. When was Brankica Stanković born.
914,Inna Tsymbalyuk,Inna Tsymbalyuk,actress & model,22px ukrainian,1985,1985,2,Inna Tsymbalyuk was a 22px ukrainian actress & model. When was Inna Tsymbalyuk born.
915,Rómulo Salazar Macías,Rómulo Salazar Macías,politician,mexican,1951,1951,1,Rómulo Salazar Macías was a mexican politician. When was Rómulo Salazar Macías born.
916,Gabriel Langfeldt,Gabriel Langfeldt,psychiatrist,norwegian,1895,1895,36,Gabriel Langfeldt was a norwegian psychiatrist. When was Gabriel Langfeldt born.
917,Piotr Waglowski,Piotr Waglowski,"lawyer property -lrb- in particular on copyright and related rights -rrb- , , lecturer . webmaster , author of publications on intellectual",polish,1974,1974,21,"Piotr Waglowski was a polish lawyer property -lrb- in particular on copyright and related rights -rrb- , , lecturer . webmaster , author of publications on intellectual. When was Piotr Waglowski born."
918,Aung San,Aung San,"politician , soldier",myanmar,1915,1915,109,"Aung San was a myanmar politician , soldier. When was Aung San born."
919,Jacqueline Lecoq,Jacqueline Lecoq,designer,french,1932,1932,8,Jacqueline Lecoq was a french designer. When was Jacqueline Lecoq born.
920,Bhagat Singh Thind,Bhagat Singh Thind,"writer , lecturer","indian , american",1892,1892,13,"Bhagat Singh Thind was a indian , american writer , lecturer. When was Bhagat Singh Thind born."
921,Wal Fife,Wal Fife,businessman,australian,1929,1929,8,Wal Fife was a australian businessman. When was Wal Fife born.
922,Wenceslao Herrera Coyac,Wenceslao Herrera Coyac,politician,mexican,1948,1948,1,Wenceslao Herrera Coyac was a mexican politician. When was Wenceslao Herrera Coyac born.
923,'' ` Mona Vasu '' ',Mona Vasu,actress,indian,1982,1982,8,'' ` Mona Vasu '' ' was a indian actress. When was '' ` Mona Vasu '' ' born.
924,Chandravadan Chimanlal Mehta,Chandravadan Mehta,"playwright writer , critic , self-writer , poet , travel",indian,1901,1901,44,"Chandravadan Chimanlal Mehta was a indian playwright writer , critic , self-writer , poet , travel. When was Chandravadan Chimanlal Mehta born."
925,Tyrone Smith,Tyrone Smith (journalist),"broadcaster , journalist , producer",scottish,1975,1975,1,"Tyrone Smith was a scottish broadcaster , journalist , producer. When was Tyrone Smith born."
926,Ramón Grau,Ramón Grau,medical doctor,cuba cuban,1881,1881,7,Ramón Grau was a cuba cuban medical doctor. When was Ramón Grau born.
927,Vicky Beeching,Vicky Beeching,musician and religious commentator,british,1979,1979,54,Vicky Beeching was a british musician and religious commentator. When was Vicky Beeching born.
928,John Yorkston,John Yorkston,chairman,scottish,1954,1954,15,John Yorkston was a scottish chairman. When was John Yorkston born.
929,Kenan Harkin,Kenan Harkin,"retired expert bmx rider , current television personality , reptile",united states,1974,1974,6,"Kenan Harkin was a united states retired expert bmx rider , current television personality , reptile. When was Kenan Harkin born."
930,Don Robert,Don Robert,businessman,american,1959,1959,5,Don Robert was a american businessman. When was Don Robert born.
931,Robert Joseph Greene,Robert Joseph Greene,"writer , anthologist",canadian,1973,1973,15,"Robert Joseph Greene was a canadian writer , anthologist. When was Robert Joseph Greene born."
932,Samuel Hunter Christie,Samuel Hunter Christie,professor,british,1784,1784,6,Samuel Hunter Christie was a british professor. When was Samuel Hunter Christie born.
933,Rowenna Davis,Rowenna Davis,journalist,british,1985,1985,36,Rowenna Davis was a british journalist. When was Rowenna Davis born.
934,Charles Gordon,Charles Gordon (journalist),"novelist , humorist , journalist",canadian,1940,1940,16,"Charles Gordon was a canadian novelist , humorist , journalist. When was Charles Gordon born."
935,Ron Ziel,Ron Ziel,photographer/historian,american,1939,1939,7,Ron Ziel was a american photographer/historian. When was Ron Ziel born.
936,Michelle Berardinetti,Michelle Berardinetti,consultant,canadian,1973,1973,0,Michelle Berardinetti was a canadian consultant. When was Michelle Berardinetti born.
937,Héctor Lechuga,Héctor Lechuga,"actor , comedian , political commentarist",mexican,1929,1927,3,"Héctor Lechuga was a mexican actor , comedian , political commentarist. When was Héctor Lechuga born."
938,Crispin Odey,Crispin Odey,"investor , fund manager",british,1959,1959,74,"Crispin Odey was a british investor , fund manager. When was Crispin Odey born."
939,Jack Williamson,Jack Williamson,"writer , professor of english",american,1908,1908,40,"Jack Williamson was a american writer , professor of english. When was Jack Williamson born."
940,Rupert Hambro,Rupert Hambro,"banker , businessman , philanthropist",british,1943,1943,44,"Rupert Hambro was a british banker , businessman , philanthropist. When was Rupert Hambro born."
941,Theresa Thorncycroft,Theresa Thornycroft,sculptor painter,english,1853,1853,17,Theresa Thorncycroft was a english sculptor painter. When was Theresa Thorncycroft born.
942,Russell Targ,Russell Targ,"physicist , parapsychologist and author",american,1934,1934,80,"Russell Targ was a american physicist , parapsychologist and author. When was Russell Targ born."
943,Philippe F. Courtot,Philippe Courtot,chairman and ceo of qualys,"french , american",1944,1944,34,"Philippe F. Courtot was a french , american chairman and ceo of qualys. When was Philippe F. Courtot born."
944,Alexis Caswell Angell,Alexis Caswell Angell,"lawyer , law professor , judge",american,1857,1857,0,"Alexis Caswell Angell was a american lawyer , law professor , judge. When was Alexis Caswell Angell born."
945,Tyler Johnston,Tyler Johnston (actor),"film , television actor",canadian,1987,1987,0,"Tyler Johnston was a canadian film , television actor. When was Tyler Johnston born."
946,Claus Karl Schilling,Claus Schilling,"tropical medicine , medical research",german,1871,1871,14,"Claus Karl Schilling was a german tropical medicine , medical research. When was Claus Karl Schilling born."
947,Kriss Donald,Murder of Kriss Donald,student,british,1988,1988,72,Kriss Donald was a british student. When was Kriss Donald born.
948,Robert Osborne,Robert Osborne,tcm host,american,1932,1932,54,Robert Osborne was a american tcm host. When was Robert Osborne born.
949,Lois Phillips Hudson,Lois Phillips Hudson,novelist and professor of english literature,american,1927,1927,8,Lois Phillips Hudson was a american novelist and professor of english literature. When was Lois Phillips Hudson born.
950,A. J. P. Taylor,A. J. P. Taylor,historian,english,1906,1906,54,A. J. P. Taylor was a english historian. When was A. J. P. Taylor born.
951,Kseniya Simonova,Kseniya Simonova,"singer , actor , songwriter composer , pianist",ukrainian,1985,1985,98,"Kseniya Simonova was a ukrainian singer , actor , songwriter composer , pianist. When was Kseniya Simonova born."
952,James Logan,James Logan (statesman),"statesman , scholar",irish,1674,1674,47,"James Logan was a irish statesman , scholar. When was James Logan born."
953,James Henthorn Todd,James Henthorn Todd,"writer , academic , historian , minister",irish,1805,1805,2,"James Henthorn Todd was a irish writer , academic , historian , minister. When was James Henthorn Todd born."
954,Jesús Aguilar Bueno,Jesús Aguilar Bueno,politician,mexican,1968,1968,1,Jesús Aguilar Bueno was a mexican politician. When was Jesús Aguilar Bueno born.
955,Grigore Cugler Gregório -Lrb- Gregori -Rrb- Cugler,Grigore Cugler,"short , composer , violinist , diplomat story writer , poet , humorist , illustrator",romanian,1903,1903,146,"Grigore Cugler Gregório -Lrb- Gregori -Rrb- Cugler was a romanian short , composer , violinist , diplomat story writer , poet , humorist , illustrator. When was Grigore Cugler Gregório -Lrb- Gregori -Rrb- Cugler born."
956,Joe Fitzgerald,Joe Fitzgerald (politician),public servant,australian,1912,1912,17,Joe Fitzgerald was a australian public servant. When was Joe Fitzgerald born.
957,Charles Kostboth,Charles Kostboth,"farmer , banker , politician","prussia , united states of america",1853,1853,1,"Charles Kostboth was a prussia , united states of america farmer , banker , politician. When was Charles Kostboth born."
958,Bhanu Chander,Bhanu Chander,film actor producer director screenwriter,indian,1952,1952,3,Bhanu Chander was a indian film actor producer director screenwriter. When was Bhanu Chander born.
959,Ernest Christopher Dowson,Ernest Dowson,"poet , novelist , and short-story writer",english,1867,1867,17,"Ernest Christopher Dowson was a english poet , novelist , and short-story writer. When was Ernest Christopher Dowson born."
960,Henning Haslund-Christensen,Henning Haslund-Christensen,"travel writer , explorer , anthropologist",danish,1896,1896,3,"Henning Haslund-Christensen was a danish travel writer , explorer , anthropologist. When was Henning Haslund-Christensen born."
961,Aidan Merivale Crawley,Aidan Crawley,"journalist , television executive and editor , and politician",english,1908,1908,36,"Aidan Merivale Crawley was a english journalist , television executive and editor , and politician. When was Aidan Merivale Crawley born."
962,Thomas Ley,Thomas Ley,solicitor,english,1880,1880,14,Thomas Ley was a english solicitor. When was Thomas Ley born.
963,Arnulfo Cordero Alfonzo,Arnulfo Cordero Alfonzo,politician,mexican,1955,1955,1,Arnulfo Cordero Alfonzo was a mexican politician. When was Arnulfo Cordero Alfonzo born.
964,Anthony Anaxagorou,Anthony Anaxagorou,poet & educator,british,1983,1983,26,Anthony Anaxagorou was a british poet & educator. When was Anthony Anaxagorou born.
965,Ricardo Uceda,Ricardo Uceda,journalist,peruvian,1954,1954,24,Ricardo Uceda was a peruvian journalist. When was Ricardo Uceda born.
966,Steven D. Black,Steven Black (businessman),investment banker,united states,1953,1953,1,Steven D. Black was a united states investment banker. When was Steven D. Black born.
967,Paul Hoolihan,Paul Hoolihan,solicitor,australian,1947,1947,1,Paul Hoolihan was a australian solicitor. When was Paul Hoolihan born.
968,Norman Fitzroy Maclean,Norman Maclean,author english literature professor,american,1902,1902,72,Norman Fitzroy Maclean was a american author english literature professor. When was Norman Fitzroy Maclean born.
969,Pascal Smet,Pascal Smet,politician,belgian,1967,1967,5,Pascal Smet was a belgian politician. When was Pascal Smet born.
970,John Orchard,John Orchard,actor,british,1928,1928,0,John Orchard was a british actor. When was John Orchard born.
971,Shirish B. Patel,Shirish B Patel,civil engineer,india,1932,1932,18,Shirish B. Patel was a india civil engineer. When was Shirish B. Patel born.
972,Mischaël Modrikamen,Mischaël Modrikamen,"lawyer , politician , publisher",belgian,1966,1966,41,"Mischaël Modrikamen was a belgian lawyer , politician , publisher. When was Mischaël Modrikamen born."
973,Dr. Michael Berenbaum,Michael Berenbaum,holocaust scholar,american,1945,1945,12,Dr. Michael Berenbaum was a american holocaust scholar. When was Dr. Michael Berenbaum born.
974,Peter Miller,Peter Miller (software Engineer),software engineer,australian,1960,1960,2,Peter Miller was a australian software engineer. When was Peter Miller born.
975,Jon Kline,Jon Kline,"cinematographer , filmmaker",american,1980,1980,3,"Jon Kline was a american cinematographer , filmmaker. When was Jon Kline born."
976,Charles W. Thayer,Charles W. Thayer,"diplomat , author , target of mccarthyism",united states,1910,1910,49,"Charles W. Thayer was a united states diplomat , author , target of mccarthyism. When was Charles W. Thayer born."
977,Cuauhtémoc Ochoa Fernández,Cuauhtémoc Ochoa Fernández,politician,mexican,1970,1970,5,Cuauhtémoc Ochoa Fernández was a mexican politician. When was Cuauhtémoc Ochoa Fernández born.
978,Wilmer Lower Stultz,Wilmer Stultz,pilot,american,1900,1900,7,Wilmer Lower Stultz was a american pilot. When was Wilmer Lower Stultz born.
979,William Bullein Johnson,William Bullein Johnson,baptist pastor,united states,1782,1782,13,William Bullein Johnson was a united states baptist pastor. When was William Bullein Johnson born.
980,John Erle-Drax,John Erle-Drax,politician,british,1800,1800,16,John Erle-Drax was a british politician. When was John Erle-Drax born.
981,Henry Sands Brooks,Henry Sands Brooks,clothier,american,1772,1772,10,Henry Sands Brooks was a american clothier. When was Henry Sands Brooks born.
982,Ann Rutherford,Ann Rutherford,actress,canadian-american,1917,1917,17,Ann Rutherford was a canadian-american actress. When was Ann Rutherford born.
983,Policarpa Salavarrieta,Policarpa Salavarrieta,seamstress and spy,neogranadine,1795,1795,16,Policarpa Salavarrieta was a neogranadine seamstress and spy. When was Policarpa Salavarrieta born.
984,Lance Gooden,Lance Gooden,businessman,american,1982,1982,35,Lance Gooden was a american businessman. When was Lance Gooden born.
985,Charles Gascoigne,Charles Gascoigne,businessman,british,1738,1737,2,Charles Gascoigne was a british businessman. When was Charles Gascoigne born.
986,Bryony Gordon,Bryony Gordon,"journalist , memoirist",british,1980,1980,18,"Bryony Gordon was a british journalist , memoirist. When was Bryony Gordon born."
987,Grover Norquist,Grover Norquist,political,united states,1956,1956,90,Grover Norquist was a united states political. When was Grover Norquist born.
988,Carlos Manuel Rovirosa Ramírez,Carlos Manuel Rovirosa Ramírez,politician,mexican,1953,1953,1,Carlos Manuel Rovirosa Ramírez was a mexican politician. When was Carlos Manuel Rovirosa Ramírez born.
989,Sir Anwar Pervez,Anwar Pervez,chairman bestway group,uk british pakistanpakistani,1935,1935,24,Sir Anwar Pervez was a uk british pakistanpakistani chairman bestway group. When was Sir Anwar Pervez born.
990,Patrick Bergin,Patrick Bergin,"actor , singer",irish,1951,1951,26,"Patrick Bergin was a irish actor , singer. When was Patrick Bergin born."
991,Jiří Macháček,Jiří Macháček,"actor , singer",czech,1966,1966,1,"Jiří Macháček was a czech actor , singer. When was Jiří Macháček born."
992,Philip Lee Williams,Philip Lee Williams,"novelist and composer , journalist , poet , film-maker , essayist",american,1950,1950,3,"Philip Lee Williams was a american novelist and composer , journalist , poet , film-maker , essayist. When was Philip Lee Williams born."
993,Gilbert Harding,Gilbert Harding,journalist and radio and television personality,british,1907,1907,14,Gilbert Harding was a british journalist and radio and television personality. When was Gilbert Harding born.
994,Tina Romero,Tina Romero,actress,usa american,1949,1949,1,Tina Romero was a usa american actress. When was Tina Romero born.
995,Sir Harry Wollaston,Harry Wollaston,public servant,australia australian,1846,1846,10,Sir Harry Wollaston was a australia australian public servant. When was Sir Harry Wollaston born.
996,Lévon Sayan,Lévon Sayan,tenor producer impresario,french and armenian,1934,1934,11,Lévon Sayan was a french and armenian tenor producer impresario. When was Lévon Sayan born.
997,Elco Brinkman,Elco Brinkman,politician civil servant corporate director,dutch,1948,1948,1,Elco Brinkman was a dutch politician civil servant corporate director. When was Elco Brinkman born.
998,Molly Peters,Molly Peters,actor,british,1942,1939,9,Molly Peters was a british actor. When was Molly Peters born.
999,Joseph Calleja,Joseph Calleja,tenor,maltese,1978,1978,19,Joseph Calleja was a maltese tenor. When was Joseph Calleja born.
