,Unnamed: 0,name,search_query,occupation,nationality,birth_year,wikipedia_birth_year,citation,Prompt1,GPT 4 Response Prompt1
331,331,Patricia Villanueva Abraján,Patricia Villanueva Abraján,politician,mexican,1955.0,1955,1,Patricia Villanueva Abraján was a mexican politician. When was Patricia Villanueva Abraján born?,Patricia Villanueva Abraján was born on 17 November 1961.
332,332,Winston Churchill,Winston Churchill (novelist),"novelist , writer",american,1871.0,1871,12,"Winston Churchill was a american novelist , writer. When was Winston Churchill born?","Winston Churchill, the American novelist and writer, was born on November 10, 1871."
333,333,Dina Herrera Soto,Dina Herrera Soto,politician,mexican,1959.0,1959,1,Dina Herrera Soto was a mexican politician. When was Dina Herrera Soto born?,"Dina Herrera Soto was born on November 28, 1963."
334,334,John Berryman,John Berryman,poet,american,1914.0,1914,44,John Berryman was a american poet. When was John Berryman born?,"John Berryman was born on October 25, 1914."
335,335,Torgrim Sørnes,Torgrim Sørnes,"author , physician",norwegian,1956.0,1956,18,"Torgrim Sørnes was a norwegian author , physician. When was Torgrim Sørnes born?","Torgrim Sørnes was born on July 23, 1956."
336,336,"Vaisbekker-Ivanov , Dmitriy",Dmitriy Vaisbekker-Ivanov,"poet , novelist , essayist","ussr , the republic of kazakhstan",1970.0,1970,11,"Vaisbekker-Ivanov , Dmitriy was a ussr , the republic of kazakhstan poet , novelist , essayist. When was Vaisbekker-Ivanov , Dmitriy born?","I'm sorry, but I couldn't find any information on a person named Vaisbekker-Ivanov, Dmitriy. It's possible that there might be a mistake in the name."
337,337,Louis Loder,Louis Loder,public servant,australia australian,1896.0,1896,16,Louis Loder was a australia australian public servant. When was Louis Loder born?,Louis Loder's birth date is not publicly available.
338,338,Prophet Pfp Motsoeneng,Paseka Motsoeneng,"prophet , minister , televangelist",south africa,1968.0,1968,5,"Prophet Pfp Motsoeneng was a south africa prophet , minister , televangelist. When was Prophet Pfp Motsoeneng born?",There is no publicly available information about the exact birth date of Prophet Pfp Motsoeneng.
339,339,Lindsay Daen,Lindsay Daen,sculptor,new zealander-american,1923.0,1923,4,Lindsay Daen was a new zealander-american sculptor. When was Lindsay Daen born?,"Lindsay Daen was born on June 3, 1923."
340,340,Sergei Aleksandrovich Tokarev,Sergei Aleksandrovich Tokarev,ethnologist,russian,1899.0,1899,0,Sergei Aleksandrovich Tokarev was a russian ethnologist. When was Sergei Aleksandrovich Tokarev born?,"Sergei Aleksandrovich Tokarev was born on October 28, 1899."
341,341,Daniel Reisner,Daniel Reisner,attorney,israeli,1963.0,1963,1,Daniel Reisner was a israeli attorney. When was Daniel Reisner born?,Daniel Reisner's birth date is not publicly available.
342,342,Jorge Ortiz Alvarado,Jorge Ortiz Alvarado,politician,mexican,1982.0,1982,1,Jorge Ortiz Alvarado was a mexican politician. When was Jorge Ortiz Alvarado born?,"I'm sorry, but I couldn't find the specific information about Jorge Ortiz Alvarado's birth date."
343,343,Adam Christopher,Adam Christopher,writer,new zealander/british,1978.0,1978,9,Adam Christopher was a new zealander/british writer. When was Adam Christopher born?,Adam Christopher's exact birth date is not publicly available.
344,344,Lynda Williams,Lynda Williams,"author , blogger , analyst",canadian,1958.0,1958,0,"Lynda Williams was a canadian author , blogger , analyst. When was Lynda Williams born?","Lynda Williams was born on August 31, 1958."
345,345,Steven Zaillian,Steven Zaillian,"screenwriter , director , editor , producer",american,1953.0,1953,9,"Steven Zaillian was a american screenwriter , director , editor , producer. When was Steven Zaillian born?","Steven Zaillian was born on January 30, 1953."
346,346,Owsley Brown Frazier,Owsley Brown Frazier,"executive , entrepreneur",american,1935.0,1935,19,"Owsley Brown Frazier was a american executive , entrepreneur. When was Owsley Brown Frazier born?","Owsley Brown Frazier was born on September 29, 1935."
347,347,Julio César Córdova Martínez,Julio César Córdova Martínez,politician,mexican,1963.0,1963,1,Julio César Córdova Martínez was a mexican politician. When was Julio César Córdova Martínez born?,"I'm sorry, but I couldn't find specific information on the birth date of Julio César Córdova Martínez."
348,348,Anna Olsdotter Arnmar,Anna Olsdotter Arnmar,journalist,swedish,1963.0,1963,6,Anna Olsdotter Arnmar was a swedish journalist. When was Anna Olsdotter Arnmar born?,"Anna Olsdotter Arnmar was born on 26th of June, 1970."
349,349,Ľudo Ondrejov,Ľudo Ondrejov,author,slovak,1901.0,1901,2,Ľudo Ondrejov was a slovak author. When was Ľudo Ondrejov born?,"Ľudo Ondrejov was born on August 26, 1901."
350,350,Majora Carter,Majora Carter,"economic advocate consultant , public radio host and environmental equality",usa,1966.0,1966,105,"Majora Carter was a usa economic advocate consultant , public radio host and environmental equality. When was Majora Carter born?","Majora Carter was born on October 27, 1966."
351,351,Chris Jarvis,Chris Jarvis (presenter),television presenter and actor,british,1970.0,1969,26,Chris Jarvis was a british television presenter and actor. When was Chris Jarvis born?,"Chris Jarvis was born on June 16, 1969."
352,352,José Francisco Valiente,José Francisco Valiente,politician,salvadoran,1911.0,1911,2,José Francisco Valiente was a salvadoran politician. When was José Francisco Valiente born?,"José Francisco Valiente was born on October 4, 1930."
353,353,Kajal Bandyopadhyay,Kajal Bandyopadhyay,"writer , professor",bangladeshi,1954.0,1954,10,"Kajal Bandyopadhyay was a bangladeshi writer , professor. When was Kajal Bandyopadhyay born?","Kajal Bandyopadhyay was born on December 1, 1932."
354,354,Isaac Mizrahi,Isaac Mizrahi,fashion designer,american,1961.0,1961,48,Isaac Mizrahi was a american fashion designer. When was Isaac Mizrahi born?,"Isaac Mizrahi was born on October 14, 1961."
355,355,Bill Duff,Bill Duff,actor -lrb- current -rrb-,united states of america,1974.0,1974,6,Bill Duff was a united states of america actor -lrb- current -rrb-. When was Bill Duff born?,"Bill Duff was born on December 29, 1964."
356,356,Anton Nikolaevich Shkaplerov,Anton Shkaplerov,"colonel , russian air force",russian,1972.0,1972,16,"Anton Nikolaevich Shkaplerov was a russian colonel , russian air force. When was Anton Nikolaevich Shkaplerov born?","Anton Nikolaevich Shkaplerov was born on February 20, 1972."
357,357,Rodney Smith,Rodney Smith (photographer),photography,american,1947.0,1947,11,Rodney Smith was a american photography. When was Rodney Smith born?,"Rodney Smith was born on December 24, 1947."
358,358,David Griggs,S. David Griggs,test pilot,american,1939.0,1939,2,David Griggs was a american test pilot. When was David Griggs born?,"David Griggs was born on September 7, 1939."
359,359,Harshit Saxena,Harshit Saxena,"music director , singer , film composer",indian,1985.0,1985,10,"Harshit Saxena was a indian music director , singer , film composer. When was Harshit Saxena born?","Harshit Saxena was born on August 21, 1985."
360,360,Mike Godwin,Mike Godwin,"attorney , author",american,1956.0,1956,42,"Mike Godwin was a american attorney , author. When was Mike Godwin born?","Mike Godwin was born on October 26, 1956."
361,361,Allison Shreeve,Allison Shreeve,windsurfer,australian,1982.0,1982,2,Allison Shreeve was a australian windsurfer. When was Allison Shreeve born?,"Allison Shreeve was born on November 28, 1981."
362,362,Liza Monroy,Liza Monroy,novelist,american,1979.0,1979,14,Liza Monroy was a american novelist. When was Liza Monroy born?,"Liza Monroy was born on February 4, 1979."
363,363,Melker Schörling,Melker Schörling,"founder , melker schorling ab",swedish,1947.0,1947,5,"Melker Schörling was a swedish founder , melker schorling ab. When was Melker Schörling born?","Melker Schörling was born on May 24, 1947."
364,364,Michael Robertson,Michael Robertson (businessman),entrepreneur,american,1967.0,1967,30,Michael Robertson was a american entrepreneur. When was Michael Robertson born?,"Michael Robertson was born on November 30, 1967."
365,365,Liam Cunningham,Liam Cunningham,"actor , director , producer , electrician",irish,1961.0,1961,26,"Liam Cunningham was a irish actor , director , producer , electrician. When was Liam Cunningham born?","Liam Cunningham was born on June 2, 1961."
366,366,Glenn Lord,Glenn Lord,"agent , editor",united states,1931.0,1931,32,"Glenn Lord was a united states agent , editor. When was Glenn Lord born?","Glenn Lord was born on November 17, 1931."
367,367,Cesare Merzagora,Cesare Merzagora,"banker , manager , politician",italian,1898.0,1898,10,"Cesare Merzagora was a italian banker , manager , politician. When was Cesare Merzagora born?","Cesare Merzagora was born on February 15, 1898."
368,368,Jerzy Kryszak,Jerzy Kryszak,actor,polish,1950.0,1950,3,Jerzy Kryszak was a polish actor. When was Jerzy Kryszak born?,"Jerzy Kryszak was born on May 28, 1934."
369,369,Scott English,Scott English,songwriter record producer,american,1943.0,1937,17,Scott English was a american songwriter record producer. When was Scott English born?,"Scott English was born on January 10, 1937."
370,370,Atis Kronvalds,Atis Kronvalds,"writer , linguist and pedagogue",latvian,1837.0,1837,1,"Atis Kronvalds was a latvian writer , linguist and pedagogue. When was Atis Kronvalds born?","Atis Kronvalds was born on April 15, 1837."
371,371,Saul Friedman,Saul Friedman,"political journalist , educator",american,1929.0,1929,10,"Saul Friedman was a american political journalist , educator. When was Saul Friedman born?","Saul Friedman was born on April 4, 1929."
372,372,Robert Roberthin,Robert Roberthin,"geheimrat , poet",prussian,1600.0,1600,17,"Robert Roberthin was a prussian geheimrat , poet. When was Robert Roberthin born?",Robert Roberthin was born in 1600.
373,373,Modadugu Vijay Gupta,Modadugu Vijay Gupta,biologist,indian,1939.0,1939,5,Modadugu Vijay Gupta was a indian biologist. When was Modadugu Vijay Gupta born?,"Modadugu Vijay Gupta was born on August 17, 1939."
374,374,Yannick Bolloré,Yannick Bolloré,chairman and chief executive officer,french,1980.0,1980,4,Yannick Bolloré was a french chairman and chief executive officer. When was Yannick Bolloré born?,"Yannick Bolloré was born on February 1, 1980."
375,375,Henry Russell,Henry Russell (musician),composer,english,1812.0,1812,7,Henry Russell was a english composer. When was Henry Russell born?,"Henry Russell was born on December 24, 1812."
376,376,Ulf G. Lindén,Ulf G. Lindén,entrepreneur,sweden,1937.0,1937,2,Ulf G. Lindén was a sweden entrepreneur. When was Ulf G. Lindén born?,"Ulf G. Lindén was born on April 6, 1941."
377,377,Gotō Shōjirō,Gotō Shōjirō,"politician , cabinet minister",japanese,1838.0,1838,1,"Gotō Shōjirō was a japanese politician , cabinet minister. When was Gotō Shōjirō born?","Gotō Shōjirō was born on May 13, 1838."
378,378,Hiroshi Kashiwagi,Hiroshi Kashiwagi,author playwright poet actor,american,1922.0,1922,8,Hiroshi Kashiwagi was a american author playwright poet actor. When was Hiroshi Kashiwagi born?,"Hiroshi Kashiwagi was born on November 8, 1922."
379,379,Barry Edward Jackson,Barry E. Jackson,"production designer , author",american,1954.0,1954,3,"Barry Edward Jackson was a american production designer , author. When was Barry Edward Jackson born?","Barry Edward Jackson was born on March 18, 1949."
380,380,Siraj Wahhaj,Siraj Wahhaj,islamic scholar,american,1950.0,1950,20,Siraj Wahhaj was a american islamic scholar. When was Siraj Wahhaj born?,"Siraj Wahhaj was born on March 11, 1950."
381,381,Reginald Blundell,Reginald Blundell,unionist,australian,1871.0,1871,6,Reginald Blundell was a australian unionist. When was Reginald Blundell born?,"I'm sorry, but I couldn't find any specific information on the birth date of Reginald Blundell, the Australian unionist."
382,382,Richard Wynne,Richard Wynne,social worker,australian,1955.0,1955,14,Richard Wynne was a australian social worker. When was Richard Wynne born?,"Richard Wynne was born on January 6, 1955."
383,383,Lewis Pulsipher,Lewis Pulsipher,"game designer , author , retired college instructor",american,1951.0,1951,14,"Lewis Pulsipher was a american game designer , author , retired college instructor. When was Lewis Pulsipher born?","Lewis Pulsipher was born on July 27, 1948."
384,384,Howard Thurston,Howard Thurston,magician,american us,1869.0,1869,21,Howard Thurston was a american us magician. When was Howard Thurston born?,"Howard Thurston was born on July 20, 1869."
385,385,Charles Mcgrath,Charles Mcgrath,storekeeper,australian,1872.0,1872,9,Charles Mcgrath was a australian storekeeper. When was Charles Mcgrath born?,"I'm sorry, but I couldn't find specific information on the birth date of Charles Mcgrath, the Australian storekeeper."
386,386,Eden Robinson,Eden Robinson,author,haisla/heiltsuk,1968.0,1968,16,Eden Robinson was a haisla/heiltsuk author. When was Eden Robinson born?,"Eden Robinson was born on January 19, 1968."
387,387,'' Reginald Fessenden '',Reginald Fessenden,inventor,canadian,1866.0,1866,80,'' Reginald Fessenden '' was a canadian inventor. When was '' Reginald Fessenden '' born?,"Reginald Fessenden was born on October 6, 1866."
