,prompt,prompt_indirect,ground_truth,citations_query,mean_citation_example,GPT 4 Response,GPT 4 Response Indirect
137,"Alfred William Hunt, a united kingdom landscape painter, was born in 1830.
Andreas Fritz Hillgruber, a german historian, was born in 1925.
Edward Topol, a american novelist , screen writer , essayist ., was born in 1938.
Robert Osborne, a american tcm host, was ______","Alfred William Hunt, a united kingdom landscape painter : 1830.
Andreas Fritz Hillgruber, a german historian : 1925.
Edward Topol, a american novelist , screen writer , essayist . : 1938.
Robert Osborne, a american tcm host, was ______",1932,54,164.33333333333334,born in 1932.,born in 1932.
138,"Gena Showalter, a american novelist, was born in 1975.
Allen Ginsberg, a american writer , poet, was born in 1926.
Conrad Wolfram, a british strategic and international director , wolfram research, was born in 1970.
Tina Romero, a usa american actress, was ______","Gena Showalter, a american novelist : 1975.
Allen Ginsberg, a american writer , poet : 1926.
Conrad Wolfram, a british strategic and international director , wolfram research : 1970.
Tina Romero, a usa american actress, was ______",1949,1,87.66666666666667,born in 1959.,born in 1959.
139,"Dave Sharma, a australian senior trade career officer with department of foreign affairs and, was born in 1975.
Clarence Hyde Cooke, a american businessman , politician, was born in 1876.
Steven Zaillian, a american screenwriter , director , editor , producer, was born in 1953.
Gérard Louis-Dreyfus, a french businessman, was ______","Dave Sharma, a australian senior trade career officer with department of foreign affairs and : 1975.
Clarence Hyde Cooke, a american businessman , politician : 1876.
Steven Zaillian, a american screenwriter , director , editor , producer : 1953.
Gérard Louis-Dreyfus, a french businessman, was ______",1932,23,33.333333333333336,born in 1932.,born in 1932.
140,"Douglas Preston, a american novelist , journalist, was born in 1956.
Janny Wurts, a american author , illustrator, was born in 1953.
Moon Chae-Won, a south korean actress, was born in 1986.
Ana Marie Cox, a american correspondent, was ______","Douglas Preston, a american novelist , journalist : 1956.
Janny Wurts, a american author , illustrator : 1953.
Moon Chae-Won, a south korean actress : 1986.
Ana Marie Cox, a american correspondent, was ______",1972,38,21.0,born in 1972.,born in 1972.
141,"Eleanor Shipley Duckett, a english historian , philologist , writer , professor, was born in 1880.
Max Kidruk, a ukrainian writer, was born in 1984.
Herman Brusselmans, a belgian novelist , poet , playwright , columnist, was born in 1957.
Baldemar Velásquez, a american labor leader, was ______","Eleanor Shipley Duckett, a english historian , philologist , writer , professor : 1880.
Max Kidruk, a ukrainian writer : 1984.
Herman Brusselmans, a belgian novelist , poet , playwright , columnist : 1957.
Baldemar Velásquez, a american labor leader, was ______",1947,113,16.666666666666668,born in 1947.,born in 1947.
142,"Bob Stenehjem, a american roads and streets foreman, was born in 1952.
Steven Charles Witkoff, a united states real estate investor, was born in 1957.
Ayşe Arman, a turkish columnist , journalist, was born in 1969.
Ron Ziel, a american photographer/historian, was ______","Bob Stenehjem, a american roads and streets foreman : 1952.
Steven Charles Witkoff, a united states real estate investor : 1957.
Ayşe Arman, a turkish columnist , journalist : 1969.
Ron Ziel, a american photographer/historian, was ______",1939,7,12.0,born in 1931.,born in 1931.
143,"Torgrim Sørnes, a norwegian author , physician, was born in 1956.
Tom Morton, a british journalist author broadcaster, was born in 1955.
Anthony Anaxagorou, a british poet & educator, was born in 1983.
Tom Selleck, a american actor , film producer, was ______","Torgrim Sørnes, a norwegian author , physician : 1956.
Tom Morton, a british journalist author broadcaster : 1955.
Anthony Anaxagorou, a british poet & educator : 1983.
Tom Selleck, a american actor , film producer, was ______",1945,75,17.0,born in 1945.,born in 1945.
144,"Geoff Mcqueen, a british screenwriter, was born in 1947.
Ian Angus, a canadian professor , writer, was born in 1949.
Sally Salminen, a finnish writer, was born in 1906.
Ignasi Ribó, a spanish writer, was ______","Geoff Mcqueen, a british screenwriter : 1947.
Ian Angus, a canadian professor , writer : 1949.
Sally Salminen, a finnish writer : 1906.
Ignasi Ribó, a spanish writer, was ______",1971,10,4.666666666666667,born in 1971.,born in 1971.
145,"Max Kidruk, a ukrainian writer, was born in 1984.
Janny Wurts, a american author , illustrator, was born in 1953.
Fred Weldon Leslie, a american scientist, was born in 1951.
Dan Forrest, a american composer, was ______","Max Kidruk, a ukrainian writer : 1984.
Janny Wurts, a american author , illustrator : 1953.
Fred Weldon Leslie, a american scientist : 1951.
Dan Forrest, a american composer, was ______",1978,0,15.333333333333334,born in 1978.,born in 1978.
146,"Michael Cudahy, a irish-american industrialist, was born in 1841.
Michael Douglas Griffin, a american physicist , aerospace engineer, was born in 1949.
Koh Tsu Koon, a malaysian educator , politician, was born in 1949.
Lance Gooden, a american businessman, was ______","Michael Cudahy, a irish-american industrialist : 1841.
Michael Douglas Griffin, a american physicist , aerospace engineer : 1949.
Koh Tsu Koon, a malaysian educator , politician : 1949.
Lance Gooden, a american businessman, was ______",1982,35,31.0,born in 1982.,born in 1982.
147,"Patricia A. Pulling, a american author activist, was born in 1948.
Crispin Odey, a british investor , fund manager, was born in 1959.
Titi Kamal, a indonesian model , actress , singer, was born in 1981.
Willem Drees , Jr. ., a dutch politician civil servant economist professor, was ______","Patricia A. Pulling, a american author activist : 1948.
Crispin Odey, a british investor , fund manager : 1959.
Titi Kamal, a indonesian model , actress , singer : 1981.
Willem Drees , Jr. ., a dutch politician civil servant economist professor, was ______",1922,0,38.0,born in 1922.,born in 1922.
148,"Anne Hearst, a american heiress , socialite , philanthropist, was born in 1955.
Warren Entsch, a australian politician, was born in 1950.
Cristina Goettsch Mittermeier, a mexican , american photojournalist, was born in 1966.
'' Reginald Fessenden '', a canadian inventor, was ______","Anne Hearst, a american heiress , socialite , philanthropist : 1955.
Warren Entsch, a australian politician : 1950.
Cristina Goettsch Mittermeier, a mexican , american photojournalist : 1966.
'' Reginald Fessenden '', a canadian inventor, was ______",1866,80,21.333333333333332,born in 1866.,born in 1866.
149,"Michael Douglas Griffin, a american physicist , aerospace engineer, was born in 1949.
Isaac Mizrahi, a american fashion designer, was born in 1961.
Nicholas Longworth, a american lawyer , banker , real estate speculator , winemaker, was born in 1783.
James Paul Warburg, a united states banker and writer, was ______","Michael Douglas Griffin, a american physicist , aerospace engineer : 1949.
Isaac Mizrahi, a american fashion designer : 1961.
Nicholas Longworth, a american lawyer , banker , real estate speculator , winemaker : 1783.
James Paul Warburg, a united states banker and writer, was ______",1896,7,40.333333333333336,born in 1896.,born in 1896.
150,"Cristina Odone, a italian , british journalist , writer , tv commentator, was born in 1960.
Corrado Guzzanti, a italian actor , director , writer and satirist, was born in 1965.
Gena Showalter, a american novelist, was born in 1975.
William Forgan Smith, a scottish painter and decorator , trade union official, was ______","Cristina Odone, a italian , british journalist , writer , tv commentator : 1960.
Corrado Guzzanti, a italian actor , director , writer and satirist : 1965.
Gena Showalter, a american novelist : 1975.
William Forgan Smith, a scottish painter and decorator , trade union official, was ______",1887,28,23.0,born in 1887.,born in 1887.
151,"Matthias Storme, a belgium politician , lawyer , academic , philosopher, was born in 1959.
Sulochana Chavan, a indian singer, was born in 1933.
Gerolf Annemans, a belgium politician, was born in 1958.
Ramakrishna Ranga Rao, a indian politician, was ______","Matthias Storme, a belgium politician , lawyer , academic , philosopher : 1959.
Sulochana Chavan, a indian singer : 1933.
Gerolf Annemans, a belgium politician : 1958.
Ramakrishna Ranga Rao, a indian politician, was ______",1901,39,11.333333333333334,born in 1901.,born in 1901.
152,"William Rosenberg, a united states entrepreneur, was born in 1916.
Dan Snow, a british broadcaster, was born in 1978.
Michael Jeter, a american actor, was born in 1952.
Eustachy Sapieha, a polish politician, was ______","William Rosenberg, a united states entrepreneur : 1916.
Dan Snow, a british broadcaster : 1978.
Michael Jeter, a american actor : 1952.
Eustachy Sapieha, a polish politician, was ______",1881,2,32.666666666666664,born in 1881.,born in 1881.
153,"Pierre De Chaignon La Rose, a american academic ; heraldic designer and artist, was born in 1871.
Ron Luciano, a american umpire , author, was born in 1937.
Detlef Franke, a german egyptologist, was born in 1952.
Lars Lindberg Christensen, a danish astronomer, was ______","Pierre De Chaignon La Rose, a american academic ; heraldic designer and artist : 1871.
Ron Luciano, a american umpire , author : 1937.
Detlef Franke, a german egyptologist : 1952.
Lars Lindberg Christensen, a danish astronomer, was ______",1970,13,29.333333333333332,born in 1970.,born in 1970.
154,"Vicky Beeching, a british musician and religious commentator, was born in 1979.
Hülya Koçyiğit, a turkish film actress, was born in 1947.
Gabriel Langfeldt, a norwegian psychiatrist, was born in 1895.
Charles Gordon Mosley, a british editor , author , broadcaster , publisher, was ______","Vicky Beeching, a british musician and religious commentator : 1979.
Hülya Koçyiğit, a turkish film actress : 1947.
Gabriel Langfeldt, a norwegian psychiatrist : 1895.
Charles Gordon Mosley, a british editor , author , broadcaster , publisher, was ______",1948,8,30.666666666666668,born in 1948.,born in 1948.
155,"Henry Russell, a english composer, was born in 1812.
Friedrich Hecker, a german lawyer , politician, was born in 1811.
Thomas Jouannet, a french actor, was born in 1970.
Dave Sharma, a australian senior trade career officer with department of foreign affairs and, was ______","Henry Russell, a english composer : 1812.
Friedrich Hecker, a german lawyer , politician : 1811.
Thomas Jouannet, a french actor : 1970.
Dave Sharma, a australian senior trade career officer with department of foreign affairs and, was ______",1975,82,9.0,born in 1975.,born in 1975.
156,"Yasuko Nagazumi, a japanese businesswoman former actress, was born in 1943.
Louis Nicollin, a france french owner '' waste collection '' company ( of montpellier hsc and le groupe nicollin ), was born in 1943.
John G. Gabbert, a united states associate justice of the california court of appeals, was born in 1909.
Zhaleh Olov, a iranian actress, was ______","Yasuko Nagazumi, a japanese businesswoman former actress : 1943.
Louis Nicollin, a france french owner '' waste collection '' company ( of montpellier hsc and le groupe nicollin ) : 1943.
John G. Gabbert, a united states associate justice of the california court of appeals : 1909.
Zhaleh Olov, a iranian actress, was ______",1927,1,18.666666666666668,born in 1937.,born in 1937.
157,"Ricardo Flores Magón, a mexican journalist activist revolutionary theorist, was born in 1874.
Irwin Altman, a american social psychologist, was born in 1930.
Giovanni Amendola, a italian politician & journalist, was born in 1882.
Horace Gundry Alexander, a british pacifist ornithologist, was ______","Ricardo Flores Magón, a mexican journalist activist revolutionary theorist : 1874.
Irwin Altman, a american social psychologist : 1930.
Giovanni Amendola, a italian politician & journalist : 1882.
Horace Gundry Alexander, a british pacifist ornithologist, was ______",1889,23,11.333333333333334,born in 1889.,born in 1889.
158,"Michael Hastings, a united states journalist, was born in 1980.
K. T. Muhammed, a indian playwright, was born in 1927.
Carlos Tramontina, a brazilian journalist and anchor, was born in 1956.
Ragnvald Andreas Indrebø, a norwegian priest, was ______","Michael Hastings, a united states journalist : 1980.
K. T. Muhammed, a indian playwright : 1927.
Carlos Tramontina, a brazilian journalist and anchor : 1956.
Ragnvald Andreas Indrebø, a norwegian priest, was ______",1891,7,42.0,born in 1962.,born in 1962.
